action_category,why_held_back,what_to_verify_for_100pct_match,verdict_format_required,verdict_examples,amazon_asin,jl_sku,amazon_listing_title,review_id,star_rating_current,rating_inferred,verified_purchase,has_photo,helpful_votes,review_date,reviewer_name,review_title,review_body,current_mapped_handle,current_handle_source,pass8_team_status,pass8_team_proposed_handle,pass8_team_reasoning,VERDICT__PLEASE_FILL,team_notes
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07MNV366X,vs-expl024d,Curved Style Smoke Window Visors Deflector Vent Shade Guard 4 Pieces Compatible with 02-10 Ford Explorer 4 Door/Mercury Mountaineer / 03-05 Lincoln Aviator,R15GA5XEJ98LK7,5,TRUE,TRUE,FALSE,0,2019-08-21,Brandon,,"Wasn’t easy to install, the 3m tape wasn’t very sticky had to reduce the tape, and they were not cut too well and I ended up slicing my finger open pushing a piece down.",(none),none,not_in_catalog,,vs-expl02=Explorer 2002 4-door window visor; no window visor handles in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07TB1X4RZ,sbhd-taco05dc-4-20-ch,"Stehlen 733469496588 Compatible with 2005-2022 Toyota Tacoma Double (Crew) Cab 4"" Oval Side Step Nerf Bars - Stainless Steel",R2U4PJA7S67IO6,5,TRUE,TRUE,FALSE,0,2020-02-24,Mark Crickmore,,"looks great, easy to install. Very happy with them",(none),none,not_in_catalog,,sbhd-taco05dc-4-20-ch=Tacoma 2005 double cab 4-inch oval chrome; no Tacoma running board/step bar handle in catalog with chrome finish and 4-inch oval spec; 2005-2022 Tacoma step handles exist (modular/aluminum/OE-style in matte black/polished/silver) but not a 4-inch oval chrome Tacoma handle,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B0832K18QL,s223043,"4"" Oval Bent End Black Side Step Nerf Bars Rail Running Boards Compatible with 15-22 Ford F150 SuperCrew / 17-22 F250 F350 F450 F550 Superduty Crew Cab",R3VAJTY64NV110,5,FALSE,TRUE,TRUE,0,2020-06-20,glenn,Very Nice Nerf Bars,"The nerf bars arrived faster that expected, and were in good condition. They were packaged very well, with no damage to any of the parts. And all of the parts were there. The installation instructions were excellent, and installation was a breeze on my 2019 Ford F-150 SuperCrew because they bolted to the stock mounting studs. I am impressed with how sturdy and well made these nerf bars are, and how they look on my truck. And they are in just the right locations to provide good steps to get in and out of the truck. Overall, I am very pleased with the quality, looks, installation, and price of t",(none),none,not_in_catalog,,s223043 is a generic SKU number; title says 4-inch oval bent end F150 15-22; catalog has 2015-2018 F-150/F-250 super crew modular step bars but no 4-inch oval bent-end F150 2015-22 handle — no exact match in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07V5KK9Z9,sbds-fj07-v2-mb+sbds-fj07-v2-br,Matte Black Hoop Drop Step Side Nerf Bars Rail Running Boards v2 Compatible with 07-14 Toyota FJ Cruiser,R2NJZDIAIXXBWP,5,TRUE,TRUE,FALSE,0,2020-11-06,BBJ,,They look great and I have gotten several compliments.,(none),none,not_in_catalog,,fj07=FJ Cruiser 2007; no FJ Cruiser running board handle in catalog; nearest Toyota running board handles are Tacoma and Tundra — wrong vehicle,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B085LWNF4J,fg-taco12oe-bk,Stehlen 642167821496 Compatible With 2012-2015 Toyota Tacoma OE Mesh Front Hood Bumper Grille - Glossy Black,R1OG4UCS0SG24S,5,TRUE,TRUE,FALSE,0,2020-11-18,Wendy L.,,Got it for my 2013 Tacoma. Fits just like factory and looks great.  Highly recommend,(none),none,not_in_catalog,,fg-taco12oe-bk=Tacoma 2012 OE mesh glossy black; Tacoma grille handles in catalog run 2005-2011 only; no 2012-2015 Tacoma grille handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07V5KK9Z9,sbds-fj07-v2-mb+sbds-fj07-v2-br,Matte Black Hoop Drop Step Side Nerf Bars Rail Running Boards v2 Compatible with 07-14 Toyota FJ Cruiser,R3KOO567CTC2VR,5,TRUE,TRUE,FALSE,0,2020-12-04,Amazon Customer,,"Nice looking, easy to install.  Only problem was the package did not have all the bolts to install both sides, but the company sent me more bolts to complete the install without issue.",(none),none,not_in_catalog,,fj07=FJ Cruiser 2007; no FJ Cruiser running board handle in catalog; nearest Toyota running board handles are Tacoma and Tundra — wrong vehicle,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07MNV366X,vs-expl024d,Curved Style Smoke Window Visors Deflector Vent Shade Guard 4 Pieces Compatible with 02-10 Ford Explorer 4 Door/Mercury Mountaineer / 03-05 Lincoln Aviator,R1CYAJVNVAAHQT,5,TRUE,TRUE,FALSE,0,2021-01-08,jacob,,Great fit for my 2003 ford explorer. Although they could be a little neater with the 3m adeshive tape they stuck fine.,(none),none,not_in_catalog,,vs-expl02=Explorer 2002 4-door window visor; no window visor handles in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R222U1836SRQIY,3,FALSE,TRUE,TRUE,0,2021-02-24,Tom,Hope your a do it yourselfer,Got the armordillo chase rack looks nice. Instructions are not helpful at all. Not sure about the mounting bolts not all of them would tighten up. It looks good. But I may have to modify it down the road if the bolts loosen up.,(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07MKDSXGV,th-flex09-c110,"Class 3 III Black 2"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 09-19 Ford Flex Dual Exhaust / 10-19 Lincoln MKT EcoBoost Engine",R4OZ8J7WNH37C,5,TRUE,TRUE,FALSE,0,2021-04-07,Nico rios,,Very easy to install  and. Gd thickness  Only thing is wrong bolts. But. Just used the. Two from exhaust and just picked up to at Home Depot.  Good. Value for ur money.  Less than 20 minutes. To bolt down.,(none),none,not_in_catalog,,th-flex09-c110=Ford Flex 2009 class 3 hitch; no Ford Flex hitch handle in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07M5J6QT6,smdp-cama85-c,Depo Chrome Clear Housing Front Bumper Turn Signal Lights Parking Lamps Side Marker Reflector dp Compatible With 85-92 Camaro/Firebird,R26BZT6QS10ZB7,5,FALSE,TRUE,TRUE,0,2021-05-13,Jw,Nice,Love them,(none),none,not_in_catalog,,smdp-cama85-c=Camaro 1985 side marker/parking lamp chrome; no Camaro signal/parking lamp handle in catalog — lighting accessories for Camaro not stocked,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08QZ4J46C,sbrs-taco05dc-rs2-tb,Textured Black Round Pattern Rock Slider Rocker Style Side Step Rail Nerf Bars Running Boards Compatible with 05-22 Toyota Tacoma Double (Crew) Cab,RO7A0FBFDVQZA,5,FALSE,TRUE,TRUE,0,2021-05-17,Charles baez,Very sturdy and look great,Fit was nice and very sturdy feel...they look great as well..nice mod for the truck,(none),none,not_in_catalog,,sbrs-taco05dc=Tacoma 2005 double cab rock slider; no Tacoma rock slider handle in catalog; only Tundra and Silverado/Ram rock slider handles exist,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07M65DPSY,vs-taco05dc-in,in Channel Classic Style Smoke Window Visors Deflector Vent Shade Guard 4 Pieces Compatible with 05-15 Toyota Tacoma Double (Crew) Cab,R10HTVLEV8YJF1,5,FALSE,TRUE,TRUE,0,2021-05-19,Jerry,Good Fit,Good color throughout. Easy install. A little thinner material than I thought they would be.,(none),none,not_in_catalog,,vs-taco05dc=Tacoma 2005 double cab window visor in-channel; no window visor/deflector handles in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R3IEG27ZEC8WG3,4,FALSE,TRUE,TRUE,0,2021-06-17,GEC,Just ok,Not very impressed. I guess there’s a reason an ADD chase rack costs 4X as much. It came bent in 2 different locations. Welds aren’t great. It didn’t fit the best. In the end I’m happy but prob wouldn’t order if I had to do it all over again. Update: do yourself a favor and bedline it. It looks way better and makes the welds look better. I take mine off in the winter as they use a lot of salt on our roads in the winter. I haven’t had any issues with rust as mine is bedlined and it’s not exposed to salt 4 months of the year. I mounted KC hilites gravity 6 lights on mine. I get lots of complimen,(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08PQCNQF2,sbrs-colo15cc-rs2-tb,Textured Black Round Pattern Rock Slider Rocker Style Side Step Rail Nerf Bars Running Boards Compatible with 15-22 Chevy Colorado/GMC Canyon Crew Cab,R1I57MOKV736C1,5,TRUE,TRUE,FALSE,0,2022-03-24,Helen Morales,,Looks good on my 2021 colorado lt,(none),none,not_in_catalog,,sbrs-colo15cc=Colorado 2015 crew cab rock slider; only rock slider handles in catalog are 2019 Ram 1500 crew cab and 2019 Silverado crew cab and 2022 Tundra — no Colorado rock slider exists,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R3VL4ITOGL9NPE,5,FALSE,TRUE,TRUE,0,2022-04-07,James d Hoskins,You can install with inside the rail tonneau cover with some patience!,"You can install a roll up tonneau cover with this, but it’s not perfect, but it looks nice and Kees the rain out. It has a very minimal wave, but install was easy and everything was put together/welded from factory.",(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R11HDQMPTKOG6Z,5,FALSE,TRUE,TRUE,0,2022-05-08,Username_Error,Looks awesome. Gets compliments everywhere I go.,"Looks great, had an issue upon arrival that was taken care of quick by seller.",(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,RGTEBF6HRTURD,3,FALSE,TRUE,TRUE,0,2022-07-27,Jose,Missing parts,This part didn't come with the package :/ 😖😖😖👎👎👎,(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R3BHVYW018AAYF,5,FALSE,TRUE,TRUE,0,2022-09-23,Jonathan,08 Toyota Tundra TRD Off Road Chase Rack with spare tire mount,"I had an issue with this item and the folks at Stehlen took care of me. Good customer service is hard to come by these days, thank you. The pictures I provided are of the rack dry fitted, nothing has been mounted yet. I needed to see how this would fit with my roll-on cover etc.",(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R3R4H04RHV6CHR,5,FALSE,TRUE,TRUE,0,2023-01-11,Islander’s Rock,Highly recommended!,"Bought this as a gift for hubby. It does fit really good for Ford F-150 , easy to install and my husband loved it. Seller is very responsive with my questions and always communicate about shipping.",(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07LC1H1QM,fg-nav98-vt-bk,Glossy Black Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 98-02 Lincoln Navigator / 2002 Blackwood,R3NM68FI5O0JEA,5,FALSE,TRUE,TRUE,0,2023-03-04,Joanna Leese,Good stuff,Fits perfect,(none),none,not_in_catalog,,fg-nav98-vt-bk=Navigator 1998 vertical glossy black; only Navigator grille handle in catalog is chrome vertical (1998-2003-lincoln-navigator-blackwood-chrome-vertical-front-grille) — no black Navigator vertical grille handle,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07MDF528K,vs-camy02v2,Curved Style Smoke Window Visors Deflector Vent Shade Guard 4 Pieces v2 Compatible with 02-06 Toyota Camry,R1YFZSVEMGR1FQ,5,FALSE,TRUE,TRUE,0,2023-07-05,carlos,,"Excelente producto, buena calidad y le quedan perfectos a camry 02-05",(none),none,not_in_catalog,,vs-camy02v2=Camry 2002 curved window visor v2; no window visor/deflector handles exist in catalog — category not stocked,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,RC1EGOHSBJ180,5,FALSE,TRUE,TRUE,0,2023-08-03,Anthony,Humvee,Fits perfect on humvee. The tire mount didn’t work out because my tires are 38s but fit perfect everywhere else.,(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07MKDT93Q,th-is06-a372,"Class 1 I Black 1.25"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 06-13 Lexus IS250 / IS350 / 06-11 GS300 / GS430 / GS350",R32D3UYDX1TM77,5,FALSE,TRUE,TRUE,0,2023-08-17,Hovan,Great for a bike rack!,"I only got this to use for my bike rack. Easy install, although you need to use the original bolts. My bolts were a bit corroded and I had to torch them for it to come off. I bought new bolts from the hardware store and I found out it does not work. The original bolts has a step-down style threaded end. I added some anti-seize to the bolts and reused them.",(none),none,not_in_catalog,,th-is06-a372=Lexus IS250 2006 class 1 hitch; only IS hitch in catalog is 2001-2005 IS300 class 1 (wrong years and model variant); no IS250 2006 class 1 handle exists,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B08P2RZRR5,crjz-tr-4000fs-ar-mb+crjz-tire-fs-mb,Stehlen 642167818793 Universal Fit for Full Size Pickup Trucks CR1 Chase Rack Truck Bed Roll Bar with Tire Carrier - Matte Black,R36M1J3HKSG05P,4,FALSE,TRUE,TRUE,0,2024-09-18,Noel S.,Review the dimensions before ordering,"I saw this on a guy ( Anthony below on reviews ) on Amazon review had one on his HMMWV it looked good. I had to put it on the steel stretcher and upgraded all the point loading to hold the 42"" tire and wheel also upgraded all the bolts for bigger and better. Got a lot of compliments still working on the over head lights or something else.",(none),none,not_in_catalog,,crjz=chase rack; no chase rack / bed rack handle exists in catalog,,
2. PRODUCT NOT ON STEHLENAUTO.COM,Product line is not yet listed on stehlenauto.com — no Shopify handle exists.,"Two options: (A) ADD product to stehlenauto.com (highest leverage = top ASINs by review/photo count) and return the new live handle, OR (B) confirm the product line is intentionally not stocked and reviews will be permanently dropped.",ADD_TO_CATALOG:[new-live-handle]   OR   DROP:[reason],ADD_TO_CATALOG:universal-cr1-chase-rack-full-size-pickup  |  DROP:product line discontinued by JL Concepts,B07JKD6ZVB,th-cor03-a265,"Class 1 I Black 1.25"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 03-19 Toyota Corolla 4 Door Sedan",R33U4P6G7OQEBI,5,TRUE,TRUE,FALSE,0,2025-10-29,Mark D. Theobald,,"Very well made product with easy 15 minute intall. Just set it on top of a paint can, slide it in place, and use a socket driver with 8-inch extension to apply perfect fitting and provided bolts.",(none),none,not_in_catalog,,th-cor03-a265=Toyota Corolla 2003 class 1 hitch; no Corolla hitch handle in catalog,,
3. PROPOSED HANDLE LIKELY WRONG,Our best-guess Shopify mapping has a finish or family discrepancy; flagged low-confidence in Pass 8.,"Open the team_proposed_handle URL on stehlenauto.com. Apply the same 9-dimension check from bucket 1. Decide: keep the proposal, swap to a correct handle, or drop.",CONFIRM:[handle]   OR   REMAP:[correct-handle]   OR   DROP:[reason],CONFIRM:02-06-cadillac-escalade-front-grille-chrome-mesh-style  |  REMAP:[different-handle]  |  DROP:no matching finish in catalog,B087LYSTZQ,tc-sil99-6.5-lth,"Low Profile Hard Tri Fold Aluminum Truck Bed Tonneau Cover Compatible with 99-06 Chevy Silverado GMC Sierra / 2007 Classic 6.5 Ft (78"") Short Bed",R313L3V2F11FRQ,5,TRUE,TRUE,FALSE,2,,Logan N,,"For a first time installer, I figured it out and got it done in about 30 minutes. Super easy and not complicated. It’s snowed heavily quite a few times since having it and it’s been dry as a bone on the inside, keeping my tools and materials from getting wet. Great buy, great price, would purchase again.",(none),none,mapped_low_confidence_likely_wrong,,tc-sil99-6.5-lth=Silverado 1999 6.5ft low-profile hard tri-fold; catalog has 99-07 roll-up covers for Silverado 6.5ft but no hard tri-fold for that year range; closest is 2007-2013-chevy-silverado-6-5ft-low-profile-hard-tri-fold-tonneau-cover (wrong years) — no high-confidence match,,
